r,FC,Derivative
0.59399999999999997,7.6846899999999998,370.66666666666237
0.59850000000000003,7.8514900000000001,265.02222222222457
0.60299999999999998,7.9707499999999998,377.99999999999631
0.60750000000000004,8.1408500000000004,296.44444444444775
0.61199999999999999,8.2742500000000003,363.26666666666239
0.61650000000000005,8.4377200000000006,394.42222222222409
0.621,8.6152099999999994,291.51111111111555
0.62549999999999994,8.7463899999999999,400.31111111110528
0.63,8.9265299999999996,328.35555555555902
0.63449999999999995,9.0742899999999995,390.15555555555142
0.63900000000000001,9.24986,394.40000000000271
0.64349999999999996,9.4273399999999992,353.06666666666575
0.64800000000000002,9.5862200000000009,398.0888888888901
0.65249999999999997,9.7653599999999994,427.91111111110609
0.65700000000000003,9.9579199999999997,353.73333333333954
0.66149999999999998,10.117100000000001,431.1111111111033
0.66600000000000004,10.3111,358.8888888888934
0.67049999999999998,10.4726,446.22222222221848
0.67500000000000004,10.673400000000001,471.11111111111592
0.67949999999999999,10.885400000000001,348.88888888888437
0.68400000000000005,11.042400000000001,488.22222222222678
0.6885,11.2621,373.77777777778329
0.69299999999999995,11.430300000000001,485.99999999998988
0.69750000000000001,11.648999999999999,506.66666666667584
0.70199999999999996,11.877000000000001,369.33333333332826
0.70650000000000002,12.043200000000001,509.33333333333633
0.71099999999999997,12.272399999999999,478.66666666666191
0.71550000000000002,12.4878,463.33333333334036
0.71999999999999997,12.696300000000001,441.77777777776868
0.72450000000000003,12.895099999999999,537.77777777778579
0.72899999999999998,13.1371,501.55555555554844
0.73350000000000004,13.3628,434.44444444444741
0.73799999999999999,13.558299999999999,530.88888888888414
0.74250000000000005,13.7972,559.55555555556043
0.747,14.048999999999999,408.44444444444849
0.75149999999999995,14.232799999999999,585.77777777777067
0.75600000000000001,14.4964,563.33333333334133
0.76049999999999995,14.7499,485.33333333332479
0.76500000000000001,14.968299999999999,515.77777777778556
0.76949999999999996,15.2004,612.22222222221228
0.77400000000000002,15.475899999999999,601.33333333334008
0.77849999999999997,15.746499999999999,481.11111111110455
0.78300000000000003,15.962999999999999,617.55555555556407
0.78749999999999998,16.2409,601.7777777777726
0.79200000000000004,16.511700000000001,507.55555555556265
0.79649999999999999,16.740100000000002,663.33333333331814
0.80100000000000005,17.038599999999999,710.88888888889812
0.80549999999999999,17.358499999999999,564.66666666666163
0.81000000000000005,17.6126,686.00000000000375
0.8145,17.921299999999999,674.44444444445139
0.81899999999999995,18.224799999999998,764.22222222221524
0.82350000000000001,18.5687,557.77777777778681
0.82799999999999996,18.819700000000001,792.66666666665617
0.83250000000000002,19.176400000000001,660.6666666666739
0.83699999999999997,19.473700000000001,741.99999999998988
0.84150000000000003,19.807600000000001,669.77777777778761
0.84599999999999997,20.109000000000002,823.77777777776544
0.85050000000000003,20.479700000000001,616.88888888889505
0.85499999999999998,20.757300000000001,800.66666666665321
0.85950000000000004,21.117599999999999,758.88888888889733
0.86399999999999999,21.459099999999999,753.99999999999329
0.86850000000000005,21.798400000000001,623.55555555556202
0.873,22.079000000000001,809.55555555556487
0.87749999999999995,22.443300000000001,733.77777777776328
0.88200000000000001,22.773499999999999,648.44444444445639
0.88649999999999995,23.065300000000001,786.22222222221114
0.89100000000000001,23.4191,715.33333333334019
0.89549999999999996,23.741,714.66666666665742
0.90000000000000002,24.0626,
,,
,,
,,

