r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
5.397727272727272929e-01,-2.978697935993892543e+00,2.223855359395117759e+01,1.331504732263603386e-01,4.684993332331980120e+00,5.291617292740729006e-01,7.786860811488419132e-02,9.512842364635267778e-01,2.260994712810836305e+01,0.000000000000000000e+00,2.260994712810836305e+01,-3.713935341571837911e-01,-1.636917487802610760e-01,-2.978697935993892543e+00,9.936083905751429413e-01,1.287349266556517963e-02,0.000000000000000000e+00
5.602272727272727959e-01,-3.054723611257012195e+00,2.309590912012585306e+01,1.314992958747617513e-01,4.651691849061982076e+00,5.643431298727757950e-01,8.209556736259308873e-02,9.768486525371273821e-01,2.346674512454194428e+01,0.000000000000000000e+00,2.346674512454194428e+01,-3.708360044160919911e-01,-2.355073052033651027e-01,-3.054723611257012195e+00,9.905646350042651704e-01,1.283686103396818046e-02,0.000000000000000000e+00
5.806818181818181879e-01,-3.127825747586667759e+00,2.395340470697358271e+01,1.298449187282751938e-01,4.618573700534372328e+00,6.001800130495928975e-01,8.629683689817746473e-02,1.001668578833749157e+00,2.432354312097552196e+01,0.000000000000000000e+00,2.432354312097552196e+01,-3.701384140019405855e-01,-3.112899705642560022e-01,-3.127825747586667759e+00,9.875376362288416088e-01,1.280043107058781091e-02,0.000000000000000000e+00
6.011363636363635798e-01,-3.197958928970946246e+00,2.481098570210979659e+01,1.281861109597212112e-01,4.585709407951842564e+00,6.366305547670277898e-01,9.046208723374025984e-02,1.025755564963030997e+00,2.518034111740909964e+01,0.000000000000000000e+00,2.518034111740909964e+01,-3.693554152993047124e-01,-3.910778230740283856e-01,-3.197958928970946246e+00,9.845338398867984342e-01,1.276428034874702716e-02,0.000000000000000000e+00
6.215909090909090828e-01,-3.265084022009424380e+00,2.566859212900122245e+01,1.265220577696547777e-01,4.553145655883743537e+00,6.736524975735169729e-01,9.458130225624725163e-02,1.049119390189968692e+00,2.603713911384268087e+01,0.000000000000000000e+00,2.603713911384268087e+01,-3.685469848414572591e-01,-4.749122046190970559e-01,-3.265084022009424380e+00,9.815575129477741578e-01,1.272846022147211889e-02,0.000000000000000000e+00
6.420454545454545858e-01,-3.329181994348783036e+00,2.652615336172966565e+01,1.248528296414412181e-01,4.520878405930717214e+00,7.112007143874540249e-01,9.864486092214988511e-02,1.071764909474705707e+00,2.689393711027626210e+01,0.000000000000000000e+00,2.689393711027626210e+01,-3.677837485465955680e-01,-5.628334942078483394e-01,-3.329181994348783036e+00,9.786082863020675315e-01,1.269296624652378920e-02,0.000000000000000000e+00
6.624999999999999778e-01,-3.389916431551088571e+00,2.738358007094728919e+01,1.231671396140571473e-01,4.489554353322931846e+00,7.492158511296819201e-01,1.026363239045650771e-01,1.093677042009473688e+00,2.775073510670983978e+01,0.000000000000000000e+00,2.775073510670983978e+01,-3.671550357625508187e-01,-6.548753596052139248e-01,-3.389916431551088571e+00,9.756700592376410519e-01,1.266206130852542966e-02,0.000000000000000000e+00
6.829545454545453698e-01,-3.446944614494044323e+00,2.824075125874314551e+01,1.214549469849978969e-01,4.459748787937249048e+00,7.876379462947317167e-01,1.065390225627424886e-01,1.114843186323982049e+00,2.860753310314341746e+01,0.000000000000000000e+00,2.860753310314341746e+01,-3.667818444002731160e-01,-7.510584445851179458e-01,-3.446944614494044323e+00,9.727312304906127194e-01,1.263940907883230949e-02,0.000000000000000000e+00
7.034090909090908728e-01,-3.500845677090591579e+00,2.909749235071484819e+01,1.197387952700169483e-01,4.430170061465608988e+00,8.264355260906205425e-01,1.103564008581672251e-01,1.135292590404296531e+00,2.946433109957699870e+01,0.000000000000000000e+00,2.946433109957699870e+01,-3.668387488621501769e-01,-8.513863839462243455e-01,-3.500845677090591579e+00,9.698147680605090359e-01,1.261692924671386357e-02,0.000000000000000000e+00
7.238636363636363757e-01,-3.551610490507687956e+00,2.995353619401146616e+01,1.180196368245041288e-01,4.400763607963579460e+00,8.655477102297678416e-01,1.140789643495344757e-01,1.155016668807113955e+00,3.032112909601057993e+01,0.000000000000000000e+00,3.032112909601057993e+01,-3.675929019991123203e-01,-9.558508442913538072e-01,-3.551610490507687956e+00,9.669152917452089602e-01,1.259458034205232155e-02,0.000000000000000000e+00
7.443181818181817677e-01,-3.599291062064397195e+00,3.080844961391640169e+01,1.163008391889147619e-01,4.371336481575727184e+00,9.048899818335579548e-01,1.176970071914930915e-01,1.173984107113773101e+00,3.117792709244415761e+01,0.000000000000000000e+00,3.117792709244415761e+01,-3.694774785277551432e-01,-1.064459745204525909e+00,-3.599291062064397195e+00,9.640137770833666631e-01,1.257221572599755317e-02,0.000000000000000000e+00
7.647727272727272707e-01,-3.643975948176725765e+00,3.166148600419078107e+01,1.145875818950635450e-01,4.341591916989221644e+00,9.443450169134902650e-01,1.211995434108538855e-01,1.192138313395719962e+00,3.203472508887774239e+01,0.000000000000000000e+00,3.203472508887774239e+01,-3.732390846869624856e-01,-1.177319197419502750e+00,-3.643975948176725765e+00,9.610809630151372351e-01,1.254960985691180864e-02,0.000000000000000000e+00
7.852272727272726627e-01,-3.685711794854217516e+00,3.251126382047372232e+01,1.128852671186917206e-01,4.311220392333898310e+00,9.837487652790815051e-01,1.245715632437948556e-01,1.209396270991569766e+00,3.289152308531132007e+01,0.000000000000000000e+00,3.289152308531132007e+01,-3.802592648375951456e-01,-1.294841287036538002e+00,-3.685711794854217516e+00,9.580863306841224114e-01,1.252652749817376350e-02,0.000000000000000000e+00
8.056818181818181657e-01,-3.724237513973895020e+00,3.335498022009853969e+01,1.111940660505005424e-01,4.280212099105082935e+00,1.022872031906861823e+00,1.277863193533872732e-01,1.225659933050212924e+00,3.374832108174489775e+01,0.000000000000000000e+00,3.374832108174489775e+01,-3.933408616463546226e-01,-1.418276729705401529e+00,-3.724237513973895020e+00,9.550289129717611791e-01,1.250296119531986438e-02,0.000000000000000000e+00
8.261363636363636687e-01,-3.758098973736977655e+00,3.418614795460710809e+01,1.094908177290944001e-01,4.249894062640210635e+00,1.061393837388159733e+00,1.307813761889396742e-01,1.240871350351945956e+00,3.460511907817848254e+01,0.000000000000000000e+00,3.460511907817848254e+01,-4.189711235713755588e-01,-1.551257589718679775e+00,-3.758098973736977655e+00,9.520395545763247203e-01,1.247991948760656007e-02,0.000000000000000000e+00
8.465909090909090606e-01,-3.781297100435301317e+00,3.498628485212998385e+01,1.076615063020025798e-01,4.226798910083438443e+00,1.098830786641133095e+00,1.333685026217862057e-01,1.255230289008869571e+00,3.546191707461206022e+01,0.000000000000000000e+00,3.546191707461206022e+01,-4.756322224820743183e-01,-1.705485431390802553e+00,-3.781297100435301317e+00,9.497623725342270173e-01,1.246236717166341462e-02,0.000000000000000000e+00
8.670454545454544526e-01,-3.765699097079334479e+00,3.567905397733029815e+01,1.051543907458107191e-01,4.242539073460640076e+00,1.133990277277854286e+00,1.347417089851032646e-01,1.270198348848447623e+00,3.631871507104563790e+01,0.000000000000000000e+00,3.631871507104563790e+01,-6.396610937153401899e-01,-1.931837884395051663e+00,-3.765699097079334479e+00,9.513143526432190633e-01,1.247432969583008727e-02,0.000000000000000000e+00
8.874999999999999556e-01,-3.450197567285046674e+00,3.550980719820082498e+01,9.685779281989279066e-02,4.589992142188545010e+00,1.151465173784395057e+00,1.269664727959833594e-01,1.295758224273835690e+00,3.717551306747921558e+01,0.000000000000000000e+00,3.717551306747921558e+01,-1.665705869278388818e+00,-2.638713373335466628e+00,-3.450197567285046674e+00,9.849252817960330031e-01,1.276899135640740049e-02,0.000000000000000000e+00
9.079545454545454586e-01,-3.728804288451735616e+00,4.016855987750088275e+01,9.256365449257494826e-02,4.708121168245038568e+00,1.475283855404682321e+00,1.562482520259241836e-01,1.467526582091839948e+00,3.803231106391280036e+01,0.000000000000000000e+00,3.803231106391280036e+01,2.136248813588080608e+00,-3.238729848919114307e+00,-3.728804288451735616e+00,9.957222747775965610e-01,1.289893328506954394e-02,0.000000000000000000e+00
9.284090909090908506e-01,-2.961485934331685499e+00,4.006064061672603316e+01,7.379085184242117901e-02,5.655816552986669521e+00,1.558764105634213415e+00,1.377258409847743614e-01,1.554522901095372056e+00,3.888910906034637804e+01,0.000000000000000000e+00,3.888910906034637804e+01,1.171531556379658667e+00,-2.728663970374657133e+00,-2.961485934331685499e+00,1.069224765020816204e+00,1.532955256030935250e-02,0.000000000000000000e+00
9.488636363636363535e-01,-6.728661659050196420e+00,5.956396192612293561e+01,1.124884370641839604e-01,3.310701265687649553e+00,2.740302664144423250e+00,3.483107665028478128e-01,1.838965283810548135e+00,3.974590705677996283e+01,0.000000000000000000e+00,3.974590705677996283e+01,1.981805486934297278e+01,-2.497376314741862835e+00,-6.728661659050196420e+00,8.556964744160283631e-01,1.192942440502004799e-02,0.000000000000000000e+00
9.693181818181817455e-01,-1.374571487170931405e+01,9.245082668288074501e+01,1.476000777416090759e-01,1.171045466347141684e+00,4.606508547470694381e+00,7.856855152865765968e-01,1.994872482375187772e+00,4.060270505321354051e+01,0.000000000000000000e+00,4.060270505321354051e+01,5.184812162966720450e+01,-8.956299427504637034e-01,-1.374571487170931405e+01,6.010200924905169106e-01,1.282421453884560053e-02,0.000000000000000000e+00
9.897727272727272485e-01,-4.868591521853458559e+00,3.944964865992755421e+01,1.227919069812377917e-01,2.464541971612085547e+00,1.056336118409597846e+00,1.473317445599992004e-01,1.070730523029538084e+00,4.145950304964711819e+01,0.000000000000000000e+00,4.145950304964711819e+01,-2.009854389719562207e+00,-2.049025683116382446e+00,-4.868591521853458559e+00,7.659081435240346902e-01,1.209347405078740716e-02,0.000000000000000000e+00
1.102272727272727293e-01,-1.051167405260362564e+00,4.514303318408118493e+00,2.287760028155352565e-01,1.892100584796791551e+00,1.815500897788863838e-02,4.567577872767366806e-03,1.611659444684677700e-01,4.617189203003181142e+00,0.000000000000000000e+00,4.617189203003180253e+00,-1.672125302559006321e-01,-2.153425856886659606e-01,-1.051167405260362564e+00,6.977983185966888380e-01,1.234984556725037333e-02,0.000000000000000000e+00
1.306818181818181768e-01,-1.067519714920851071e+00,5.335525964113020159e+00,1.974702615733199829e-01,3.557880455760180638e+00,3.165770272352520093e-02,6.784226126383972703e-03,2.374448805333968515e-01,5.473987199436760598e+00,0.000000000000000000e+00,5.473987199436760598e+00,-1.874424537201514751e-01,-2.681012140858719528e-01,-1.067519714920851071e+00,8.817732630344506939e-01,1.202472827345610860e-02,0.000000000000000000e+00
1.511363636363636520e-01,-1.131137427718664767e+00,6.156592128179740442e+00,1.817014342442271890e-01,4.333460732843558816e+00,4.546457642645315711e-02,8.968503108818127317e-03,2.954271211708191514e-01,6.330785195870340942e+00,0.000000000000000000e+00,6.330785195870340942e+00,-2.047734269643788352e-01,-3.193668222250357625e-01,-1.131137427718664767e+00,9.602792282583748618e-01,1.254343015696110508e-02,0.000000000000000000e+00
1.715909090909090995e-01,-1.215643956740441123e+00,6.979376460732736653e+00,1.724466075745058891e-01,4.735816264399520747e+00,6.022675383737428889e-02,1.129563049929803269e-02,3.451657999482181660e-01,7.187583192303920399e+00,0.000000000000000000e+00,7.187583192303921287e+00,-2.176684813391281392e-01,-3.660873813346731120e-01,-1.215643956740441123e+00,9.982536065661161695e-01,1.292939789083947383e-02,0.000000000000000000e+00
1.920454545454545470e-01,-1.312572073835065911e+00,7.805133153030444859e+00,1.666088834319311429e-01,4.942386242986493983e+00,7.613970438600090040e-02,1.381917348019254428e-02,3.901671274437472636e-01,8.044381188737501631e+00,0.000000000000000000e+00,8.044381188737499855e+00,-2.246611376623398881e-01,-4.059680039429147125e-01,-1.312572073835065911e+00,1.017134102608965529e+00,1.315662486728514345e-02,0.000000000000000000e+00
2.124999999999999944e-01,-1.416313577963670411e+00,8.634633615586608357e+00,1.625793186534890966e-01,5.045356321321605719e+00,9.327893505015397158e-02,1.654601441259996933e-02,4.320551555637225372e-01,8.901179185171079311e+00,0.000000000000000000e+00,8.901179185171081087e+00,-2.250288445214472799e-01,-4.377007766616808349e-01,-1.416313577963670411e+00,1.026028505705728344e+00,1.331524827477537261e-02,0.000000000000000000e+00
2.329545454545454697e-01,-1.523910300039794219e+00,9.468231985009746055e+00,1.595812430864003151e-01,5.089226421232899256e+00,1.116944932304768517e-01,1.947258887038802108e-02,4.717894096018503958e-01,9.757977181604662320e+00,0.000000000000000000e+00,9.757977181604662320e+00,-2.189068489907846915e-01,-4.609548626932338800e-01,-1.523910300039794219e+00,1.029538113698631907e+00,1.340737548458908850e-02,0.000000000000000000e+00
2.534090909090909172e-01,-1.633669312892868319e+00,1.030589793740378113e+01,1.572098250268547104e-01,5.097191690761778915e+00,1.314236619648312121e-01,2.259223769902381565e-02,5.099878441704470688e-01,1.061477517803824000e+01,0.000000000000000000e+00,1.061477517803824178e+01,-2.069977476183108012e-01,-4.761709213627867143e-01,-1.633669312892868319e+00,1.030175335260942404e+00,1.342410255059973620e-02,0.000000000000000000e+00
2.738636363636363646e-01,-1.743796813682377156e+00,1.114730058727229434e+01,1.551745998935922521e-01,5.085894524512481141e+00,1.524760465089255723e-01,2.589002164914299201e-02,5.470051188623671345e-01,1.147157317447182123e+01,0.000000000000000000e+00,1.147157317447182123e+01,-1.901816345949697284e-01,-4.842391489492535173e-01,-1.743796813682377156e+00,1.029271561960998449e+00,1.340037850147621050e-02,0.000000000000000000e+00
