r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
5.996901455237002576e-02,-4.515530094798316441e+01,5.051565836518428831e+00,1.459388608434728063e+00,5.000000000000000000e+00,1.274102049956376270e-01,1.277793447138095839e-01,3.898882692922566728e-01,4.484912804100576977e+01,-4.439987825534051069e+01,6.332068931200174333e+00,1.969550441430558685e+00,2.009407467440858852e+00,-1.280503094681745502e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
6.571199000576669058e-02,-4.531385988299755496e+01,5.627815872463719948e+00,1.447232699323854233e+00,5.000000000000000000e+00,1.157976694253507327e-01,1.161701874119180772e-01,3.751459425395961000e-01,4.517644427403168095e+01,-4.464043944859567148e+01,6.938464028944212103e+00,1.875461910889950623e+00,1.860397377266650665e+00,-1.310648156480491711e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.110566948573709967e-02,-4.553223924142935175e+01,6.175475616459894290e+00,1.435990263739138850e+00,5.000000000000000000e+00,1.047968917283682022e-01,1.051651077797536860e-01,3.607268214645604210e-01,4.549022777925609518e+01,-4.486636936633025385e+01,7.507977310343018296e+00,1.754855337192712916e+00,1.782046504584510416e+00,-1.332501693883123561e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.614480534303946779e-02,-4.579302753584649821e+01,6.686385982363284519e+00,1.425807722859739224e+00,5.000000000000000000e+00,9.427598240378190497e-02,9.463264247104313798e-02,3.464151794861556333e-01,4.578885033606713506e+01,-4.507744819552681292e+01,8.040054681303582029e+00,1.602226140416366462e+00,1.751325542992251627e+00,-1.353668698940297066e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.082449487302492686e-02,-4.600697964026328179e+01,7.158186898278305677e+00,1.416444749397845815e+00,5.000000000000000000e+00,8.388717759016656172e-02,8.422539044277960185e-02,3.315241904820414032e-01,4.607080789186150582e+01,-4.527347057217325244e+01,8.534178470091312363e+00,1.449218238766678546e+00,1.683689856096076909e+00,-1.375991571813005576e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.514018508560479426e-02,-4.667334528190862386e+01,7.595866928528024253e+00,1.409465455947206181e+00,5.000000000000000000e+00,7.531701819835068257e-02,7.563467416605612614e-02,3.194331510625637027e-01,4.633471900143772615e+01,-4.545424578106671731e+01,8.989867930986104483e+00,1.031142274067324394e+00,2.003025119465597470e+00,-1.394001002458079785e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.908767713497148244e-02,-4.566933491487183971e+01,8.019754575630525295e+00,1.396963889063314479e+00,5.000000000000000000e+00,6.222395927148920841e-02,6.250717794691382223e-02,2.962924344544456412e-01,4.657932309014596228e+01,-4.561959794136531343e+01,9.406679712012218531e+00,1.391255776405179390e+00,8.606732071044937982e-01,-1.386925136381693235e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.266313040476339968e-02,-5.193382678205551883e+01,8.479736463727673978e+00,1.408944935313661828e+00,5.000000000000000000e+00,6.820070709874671844e-02,6.848929584899142442e-02,3.170373552826826202e-01,4.680347863245294349e+01,-4.576936617770707016e+01,9.784208286286792955e+00,-1.950815899990939073e+00,5.991801893659664202e+00,-1.304471822559118754e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.586306624469925763e-02,-3.411818624075472428e+01,9.059118876523431396e+00,1.311263189939539275e+00,5.000000000000000000e+00,2.505902653955964857e-02,2.523168921021884392e-02,1.997901948946349260e-01,4.700616132065734831e+01,-4.590340477672975794e+01,1.012208634656736628e+01,6.708358747414616019e+00,-9.735325459767098621e+00,-1.062967470043933771e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.868437135504615210e-02,-8.948462056413249854e+01,9.799694604781267415e+00,1.461718385798926434e+00,5.000000000000000000e+00,1.372778163874995017e-01,1.376671487689793694e-01,4.766152763791760560e-01,4.718646228403215304e+01,-4.602158332883910674e+01,1.041998516261449303e+01,-2.114299005939686538e+01,3.797988149292435622e+01,-6.202905578332267300e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
3.362088392280206811e-02,-4.394627361960707645e+01,1.569875724382409921e+01,1.227698535657786305e+00,5.000000000000000000e+00,1.818398973360822179e-01,1.835275523989396695e-01,4.685944233460295760e-01,4.063496008781523017e+01,-4.047959375534297521e+01,3.549995878974278263e+00,-8.466722012904464023e-01,3.514150682323856412e+00,-1.214876136484982183e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.070185348673092951e-02,-7.010958264827759479e+01,7.211844702984349453e+01,7.712748515838440122e-01,5.000000000000000000e+00,5.707386194062703533e-01,5.861259081495697743e-01,9.732450299959698459e-01,4.041215636356915297e+01,-4.018298679584521693e+01,4.297668451438724446e+00,-1.345855669364876306e+01,2.678595501267999168e+01,-6.782077857840477009e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.745786008115579491e-02,-2.496010474523627920e+01,1.068750746428202980e+01,1.166232236207945805e+00,5.000000000000000000e+00,5.067368394393262365e-02,5.123792449870996635e-02,2.528159006394810615e-01,4.021342756569901411e+01,-3.989999185338322718e+01,5.011028505374284236e+00,9.502254209031235632e+00,-1.176496666161007454e+01,-5.676478958907743788e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.388233061380921785e-02,-3.909612772367577804e+01,1.336539068285179965e+01,1.241391766191597190e+00,5.000000000000000000e+00,1.102763663344697997e-01,1.112556194639342522e-01,3.696269033113968039e-01,4.003718340228166284e+01,-3.963088426100204487e+01,5.689381994469896675e+00,2.485321948307722906e+00,8.174176343258761079e-01,-7.676008688381903866e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.996901455237002576e-02,-4.613253343104576487e+01,2.734352682800731316e+01,1.035749344166662533e+00,5.000000000000000000e+00,1.526743214039492369e-01,1.550325999733888904e-01,4.601675438177395550e-01,3.988180829321999710e+01,-3.937592584038731047e+01,6.332068931200169004e+00,-1.069802352527344347e+00,7.184207746339303924e+00,-2.101145789680714415e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
6.571199000576669058e-02,-3.426783685964522874e+01,6.656425480032762465e+00,1.378938540514033084e+00,5.000000000000000000e+00,6.688606011361600268e-02,6.722289944079626323e-02,2.867969996084122064e-01,3.974567962867100590e+01,-3.913536464713214968e+01,6.938464028944206774e+00,4.789060864291513120e+00,-2.855571377622903029e+00,2.820385489114443089e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.110566948573709967e-02,-3.996538294552580339e+01,1.032956043200448804e+01,1.317868773562342666e+00,5.000000000000000000e+00,8.250319057798523315e-02,8.305649362996671281e-02,3.240614378342611679e-01,3.962718554545445926e+01,-3.890943472939756020e+01,7.507977310343010302e+00,1.834231669648163532e+00,2.278298121891388917e+00,-2.821583121661479510e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.614480534303946779e-02,-3.738722386984999702e+01,1.221873076759296239e+01,1.254923090173180711e+00,5.000000000000000000e+00,6.526580773245126144e-02,6.581975490987497512e-02,2.944259799114631315e-01,3.952474198090322233e+01,-3.869835590020100824e+01,8.040054681303576700e+00,3.043289860298579619e+00,2.430793587328494709e-01,-4.178676086289385694e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.082449487302492686e-02,-4.232575962547418413e+01,1.885936190758812359e+01,1.151627107730471389e+00,5.000000000000000000e+00,7.651643887565431901e-02,7.740324156357786256e-02,3.299348214686649294e-01,3.943680880748851791e+01,-3.850233352355456873e+01,8.534178470091307034e+00,5.398820342716224019e-01,4.726613216157231179e+00,-1.032518343749681833e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.514018508560479426e-02,-3.595195985388198778e+01,1.058099628175378903e+01,1.284568496607281229e+00,5.000000000000000000e+00,4.590091253198740062e-02,4.625160124851382393e-02,2.531602695729436303e-01,3.936190489649278845e+01,-3.832155831466108964e+01,8.989867930986099154e+00,3.724785698668775957e+00,-5.856705926041918531e-01,-1.591128350767689881e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.908767713497148244e-02,-3.896271506999552514e+01,1.247020031052731248e+01,1.261043758728216835e+00,5.000000000000000000e+00,4.674922377814683810e-02,4.713776782097501422e-02,2.614126319070085858e-01,3.929862200254091675e+01,-3.815620615436250773e+01,9.406679712012213201e+00,2.259054272126705065e+00,2.235541871215438903e+00,-3.063520598515101057e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.266313040476339968e-02,-4.099329869313533692e+01,1.366343163799100324e+01,1.249067755024204862e+00,5.000000000000000000e+00,4.410809114097526823e-02,4.448993126612307142e-02,2.603365732977744873e-01,3.924563740093678632e+01,-3.800643791802074389e+01,9.784208286286791179e+00,1.348059495389422935e+00,4.227232257635400003e+00,-3.879223351704213840e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.586306624469925763e-02,-3.074863363219209944e+01,1.507853412220743294e+01,1.114873790329449665e+00,5.000000000000000000e+00,2.184615657630621308e-02,2.212496859727846113e-02,1.938268842035072159e-01,3.920172524500688382e+01,-3.787239931899805612e+01,1.012208634656736095e+01,6.621759496153301505e+00,-4.402741446229407885e+00,-4.956447775640071995e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.868437135504615210e-02,-7.117605737485664008e+01,1.751130216357811875e+01,1.329559507895876846e+00,5.000000000000000000e+00,8.875150190701645847e-02,8.931798196862504591e-02,3.880843876096126688e-01,3.916576664006561970e+01,-3.775422076688870732e+01,1.041998516261448771e+01,-1.349032835869059355e+01,3.080356801549749335e+01,-7.091317000963631045e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
3.362088392280206811e-02,-6.034438914406330667e+01,3.514572334216557792e+00,1.512620140037430394e+00,5.000000000000000000e+00,3.246819445872216048e-01,3.251713418371808273e-01,6.069707203221286207e-01,4.344150435447167524e+01,-4.329621034038484595e+01,3.549995878974283592e+00,-1.199564225458474986e+01,-1.275985395820631751e+01,-3.542354475772657718e-02,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.070185348673092951e-02,-4.355059197333389420e+01,3.506398591407525522e+00,1.490456401116865059e+00,5.000000000000000000e+00,1.559195113423018364e-01,1.562444943545649167e-01,4.227716277561482938e-01,4.380415133591148447e+01,-4.359281729988260423e+01,4.297668451438720005e+00,-3.054690739084335860e+00,1.812384127800426015e+00,-7.912698600311947050e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.745786008115579491e-02,-4.551058259876771217e+01,3.911456688271651494e+00,1.485060922689715346e+00,5.000000000000000000e+00,1.561298199968263467e-01,1.564772245494307490e-01,4.253177404989805233e-01,4.416103833252960698e+01,-4.387581224234459398e+01,5.011028505374293118e+00,-3.559942437420197336e+00,1.676635138559117166e-01,-1.099571817102641846e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.388233061380921785e-02,-4.497211005048342258e+01,4.464827054624961988e+00,1.471840685054850661e+00,5.000000000000000000e+00,1.391863061809333890e-01,1.395441193896813370e-01,4.042983708403924403e-01,4.451003274199382531e+01,-4.414491983472576209e+01,5.689381994469893122e+00,-2.926892135690581043e+00,7.346849749525343753e-01,-1.224554939844930912e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.996901455237002576e-02,-4.515530094798317151e+01,5.051565836518505215e+00,1.459388608434726509e+00,5.000000000000000000e+00,1.274102049956376825e-01,1.277793447138096672e-01,3.898882692922567839e-01,4.484912804100576267e+01,-4.439987825534051069e+01,6.332068931200177886e+00,-2.724973134073184866e+00,7.009769825932661291e-01,-1.280503094681672671e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
6.571199000576669058e-02,-4.531385988299763312e+01,5.627815872463783897e+00,1.447232699323853122e+00,5.000000000000000000e+00,1.157976694253510935e-01,1.161701874119184380e-01,3.751459425395967107e-01,4.517644427403168095e+01,-4.464043944859568569e+01,6.938464028944216544e+00,-2.548882345291854534e+00,6.939989700274189488e-01,-1.310648156480433091e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.110566948573709967e-02,-4.553223924142930912e+01,6.175475616459942252e+00,1.435990263739137740e+00,5.000000000000000000e+00,1.047968917283680357e-01,1.051651077797535055e-01,3.607268214645601434e-01,4.549022777925609518e+01,-4.486636936633024675e+01,7.507977310343012967e+00,-2.420725212291730877e+00,6.287260496833422252e-01,-1.332501693883070715e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.614480534303946779e-02,-4.579302753584656926e+01,6.686385982363334257e+00,1.425807722859738336e+00,5.000000000000000000e+00,9.427598240378216865e-02,9.463264247104340166e-02,3.464151794861561884e-01,4.578885033606713506e+01,-4.507744819552681292e+01,8.040054681303587358e+00,-2.317805480736038426e+00,5.119057687118537814e-01,-1.353668698940252213e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.082449487302492686e-02,-4.600697964026324627e+01,7.158186898278350974e+00,1.416444749397844927e+00,5.000000000000000000e+00,8.388717759016645070e-02,8.422539044277949083e-02,3.315241904820411811e-01,4.607080789186149872e+01,-4.527347057217325244e+01,8.534178470091315916e+00,-2.182727306856651950e+00,4.132148823516601510e-01,-1.375991571812964498e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.514018508560479426e-02,-4.667334528190865939e+01,7.595866928528066886e+00,1.409465455947205514e+00,5.000000000000000000e+00,7.531701819835082135e-02,7.563467416605626492e-02,3.194331510625639803e-01,4.633471900143773325e+01,-4.545424578106673152e+01,8.989867930986108036e+00,-2.250241774909199854e+00,-1.085171554744910338e-01,-1.394001002458039817e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.908767713497148244e-02,-4.566933491487224472e+01,8.019754575630559046e+00,1.396963889063315367e+00,5.000000000000000000e+00,6.222395927149029088e-02,6.250717794691490470e-02,2.962924344544481947e-01,4.657932309014596228e+01,-4.561959794136532054e+01,9.406679712012222083e+00,-1.440992749911858439e+00,7.745262419761136385e-01,-1.386925136381663037e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.266313040476339968e-02,-5.193382678205449565e+01,8.479736463727721940e+00,1.408944935313657831e+00,5.000000000000000000e+00,6.820070709874405390e-02,6.848929584898875988e-02,3.170373552826765140e-01,4.680347863245295059e+01,-4.576936617770707727e+01,9.784208286286798284e+00,-4.213644704357021098e+00,-4.685357074327681559e+00,-1.304471822559076122e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.586306624469925763e-02,-3.411818624075790751e+01,9.059118876523463371e+00,1.311263189939561480e+00,5.000000000000000000e+00,2.505902653956417966e-02,2.523168921022339931e-02,1.997901948946523565e-01,4.700616132065733410e+01,-4.590340477672975794e+01,1.012208634656736095e+01,5.076859788558811815e+00,1.067727182284140497e+01,-1.062967470043895801e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.868437135504615210e-02,-8.948462056412805055e+01,9.799694604781299390e+00,1.461718385798920661e+00,5.000000000000000000e+00,1.372778163874859014e-01,1.376671487689657691e-01,4.766152763791526303e-01,4.718646228403213883e+01,-4.602158332883910674e+01,1.041998516261448771e+01,-2.232004717589300569e+01,-3.730030724985861923e+01,-6.202905578331893155e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
3.362088392280206811e-02,-4.394627361961114786e+01,1.569875724382622728e+01,1.227698535657772760e+00,5.000000000000000000e+00,1.818398973361167736e-01,1.835275523989746138e-01,4.685944233460752617e-01,4.063496008781522306e+01,-4.047959375534297521e+01,3.549995878974278263e+00,-2.620007662975610607e+00,-2.490314976161120519e+00,-1.214876136485194991e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.070185348673092951e-02,-7.010958264826813036e+01,7.211844702982881472e+01,7.712748515838782071e-01,5.000000000000000000e+00,5.707386194060966034e-01,5.861259081493902512e-01,9.732450299958008699e-01,4.041215636356915297e+01,-4.018298679584521693e+01,4.297668451438714676e+00,-1.646803915877874047e+01,-2.504842950130481327e+01,-6.782077857839010449e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.745786008115579491e-02,-2.496010474524069522e+01,1.068750746428182019e+01,1.166232236208017081e+00,5.000000000000000000e+00,5.067368394394908271e-02,5.123792449872649479e-02,2.528159006395180874e-01,4.021342756569900700e+01,-3.989999185338322008e+01,5.011028505374285125e+00,5.437632899113703289e+00,1.411167686903975493e+01,-5.676478958907534178e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.388233061380921785e-02,-3.909612772367487565e+01,1.336539068285224019e+01,1.241391766191580093e+00,5.000000000000000000e+00,1.102763663344653172e-01,1.112556194639297974e-01,3.696269033113904756e-01,4.003718340228166284e+01,-3.963088426100205197e+01,5.689381994469890458e+00,-1.950565410980940051e+00,1.743643126655337383e+00,-7.676008688382349732e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.996901455237002576e-02,-4.613253343104793203e+01,2.734352682801120338e+01,1.035749344166620789e+00,5.000000000000000000e+00,1.526743214039672225e-01,1.550325999734073756e-01,4.601675438177724731e-01,3.988180829321999710e+01,-3.937592584038730337e+01,6.332068931200172557e+00,-5.686805238132182083e+00,-4.518579887488574087e+00,-2.101145789681103082e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
6.571199000576669058e-02,-3.426783685964401371e+01,6.656425480032136299e+00,1.378938540514043964e+00,5.000000000000000000e+00,6.688606011361110382e-02,6.722289944079130886e-02,2.867969996084014372e-01,3.974567962867099880e+01,-3.913536464713214258e+01,6.938464028944211215e+00,7.846692319603398857e-02,5.575234057558798639e+00,2.820385489120749156e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.110566948573709967e-02,-3.996538294552595261e+01,1.032956043200417184e+01,1.317868773562350881e+00,5.000000000000000000e+00,8.250319057798570499e-02,8.305649362996718466e-02,3.240614378342617230e-01,3.962718554545445926e+01,-3.890943472939756731e+01,7.507977310343004085e+00,-2.890179885776479551e+00,4.493421613954353688e-01,-2.821583121661168647e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.614480534303946779e-02,-3.738722386984975543e+01,1.221873076759293575e+01,1.254923090173179379e+00,5.000000000000000000e+00,6.526580773245044265e-02,6.581975490987415633e-02,2.944259799114613552e-01,3.952474198090322943e+01,-3.869835590020100824e+01,8.040054681303582029e+00,-1.732157829947444050e+00,2.514026650731951307e+00,-4.178676086289353719e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.082449487302492686e-02,-4.232575962547501547e+01,1.885936190758949138e+01,1.151627107730451849e+00,5.000000000000000000e+00,7.651643887565796887e-02,7.740324156358159569e-02,3.299348214686743108e-01,3.943680880748851081e+01,-3.850233352355456162e+01,8.534178470091310587e+00,-4.363308136191706765e+00,-1.895755051353267717e+00,-1.032518343749818257e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.514018508560479426e-02,-3.595195985388139803e+01,1.058099628175325257e+01,1.284568496607290333e+00,5.000000000000000000e+00,4.590091253198577692e-02,4.625160124851217247e-02,2.531602695729387453e-01,3.936190489649279556e+01,-3.832155831466108964e+01,8.989867930986102706e+00,-1.355187237889455609e+00,3.518594335002788398e+00,-1.591128350767149868e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.908767713497148244e-02,-3.896271506999573830e+01,1.247020031052701050e+01,1.261043758728225272e+00,5.000000000000000000e+00,4.674922377814723362e-02,4.713776782097540974e-02,2.614126319070093074e-01,3.929862200254091675e+01,-3.815620615436250063e+01,9.406679712012216754e+00,-3.065563187759821062e+00,8.386274525815675673e-01,-3.063520598514795523e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.266313040476339968e-02,-4.099329869313481822e+01,1.366343163799078297e+01,1.249067755024205972e+00,5.000000000000000000e+00,4.410809114097413719e-02,4.448993126612192650e-02,2.603365732977710456e-01,3.924563740093677922e+01,-3.800643791802073679e+01,9.784208286286794731e+00,-4.334920270503804574e+00,-9.461623599971566989e-01,-3.879223351703990019e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.586306624469925763e-02,-3.074863363219412093e+01,1.507853412220722689e+01,1.114873790329481196e+00,5.000000000000000000e+00,2.184615657630876312e-02,2.212496859728101811e-02,1.938268842035169859e-01,3.920172524500688382e+01,-3.787239931899805612e+01,1.012208634656735562e+01,5.020061906517447881e-01,7.935982664532502895e+00,-4.956447775639871267e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.868437135504615210e-02,-7.117605737485320105e+01,1.751130216357782032e+01,1.329559507895869519e+00,5.000000000000000000e+00,8.875150190700800690e-02,8.931798196861656658e-02,3.880843876095945166e-01,3.916576664006561970e+01,-3.775422076688870732e+01,1.041998516261448238e+01,-1.993150824927556641e+01,-2.708475107176548136e+01,-7.091317000963341499e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
