r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w,  misc
4.750000000000000056e-02,-4.739109175814131447e+01,2.367896628423301308e+01,1.107428633942676655e+00,3.654901316314644788e+01,3.079247540009566464e-01,1.212511598133337642e+00,5.381183346608539031e-01,4.590116576972187090e+01,-4.089306437422713714e+01,2.084884421508305508e+01,6.498027383914178223e+00,-2.510626998975697521e+00,-1.311710617219826958e+00,6.000000000000000000e+00
8.250000000000000389e-02,-4.352889256138432472e+01,3.828993013209510821e+01,8.493421300723617007e-01,3.133628058420227802e+01,4.362668333501315554e-01,7.858603457513613222e-01,3.533172110955239420e-01,5.407471788572257054e+01,-4.016002608838952170e+01,3.621115047882844351e+01,3.368866472994801686e+00,-2.034868648574742700e+00,-6.330634204728510239e-01,3.000000000000000000e+00
4.750000000000000056e-02,-4.692184260714035560e+01,2.087867416793173803e+01,1.152135674267789511e+00,3.398748843799629071e+01,2.381644289087031241e-01,1.151281377083962054e+00,5.216623765361489973e-01,4.857896770384358121e+01,-4.387757739513744326e+01,2.084884421508303376e+01,5.443263767714657808e-01,3.829481659425014506e+00,2.982995284870337827e-02,3.000000000000000000e+00
8.250000000000000389e-02,-4.697928155235554470e+01,3.587719479346014140e+01,9.185965853226687461e-01,2.736829258588205960e+01,3.959500123849721831e-01,8.464677725515773465e-01,3.602579529301186967e-01,5.802839282680853472e+01,-4.534365396681268123e+01,3.621115047882843641e+01,4.500346625049431171e-01,2.148487687156195758e+00,-3.339556853682953408e-01,0.000000000000000000e+00
4.750000000000000056e-02,-3.998064454679115443e+01,1.928235989854235655e+01,1.121414907162212371e+00,3.574765873655019277e+01,2.042398039687072786e-01,8.541325635073871991e-01,4.508673110642895665e-01,4.590116576972186380e+01,-4.089306437422713714e+01,2.084884421508304797e+01,2.938188673419269481e+00,6.427923555602919059e-01,-1.830988886321172071e+00,0.000000000000000000e+00
8.250000000000000389e-02,-3.948515502092885043e+01,3.418934071117288198e+01,8.571559871288687571e-01,3.088857955314590242e+01,3.491175283443359589e-01,6.406208707329367202e-01,3.183166442909355354e-01,5.407471788572257054e+01,-4.016002608838952170e+01,3.621115047882844351e+01,3.752390337678305876e+00,1.387169586629706242e+00,-2.786290072584822752e+00,0.000000000000000000e+00
4.750000000000000056e-02,-4.739109175814130737e+01,2.367896628423300953e+01,1.107428633942676655e+00,3.654901316314644788e+01,3.079247540009566464e-01,1.212511598133337642e+00,5.381183346608539031e-01,4.590116576972187801e+01,-4.089306437422713714e+01,2.084884421508305152e+01,-1.074746931417040807e+00,6.882770288444456597e+00,-1.311710617219831843e+00,0.000000000000000000e+00
8.250000000000000389e-02,-4.352889256138433183e+01,3.828993013209511531e+01,8.493421300723617007e-01,3.133628058420227802e+01,4.362668333501318330e-01,7.858603457513616553e-01,3.533172110955239420e-01,5.407471788572257054e+01,-4.016002608838952881e+01,3.621115047882845062e+01,7.781470653283600880e-02,3.934958271858558732e+00,-6.330634204728544656e-01,0.000000000000000000e+00
4.750000000000000056e-02,-4.692184260714036270e+01,2.087867416793175224e+01,1.152135674267789289e+00,3.398748843799630492e+01,2.381644289087037070e-01,1.151281377083962942e+00,5.216623765361492193e-01,4.857896770384358831e+01,-4.387757739513743616e+01,2.084884421508305152e+01,-3.588591588774392882e+00,-1.443340359478477275e+00,2.982995284869982555e-02,0.000000000000000000e+00
8.250000000000000389e-02,-4.697928155235555181e+01,3.587719479346014850e+01,9.185965853226687461e-01,2.736829258588205960e+01,3.959500123849722386e-01,8.464677725515775686e-01,3.602579529301188077e-01,5.802839282680854893e+01,-4.534365396681268123e+01,3.621115047882845062e+01,-2.085662248047808642e+00,-6.845023932652629650e-01,-3.339556853683006699e-01,0.000000000000000000e+00
4.750000000000000056e-02,-3.998064454679116864e+01,1.928235989854233168e+01,1.121414907162213037e+00,3.574765873655016435e+01,2.042398039687066957e-01,8.541325635073871991e-01,4.508673110642895665e-01,4.590116576972187090e+01,-4.089306437422714424e+01,2.084884421508303731e+01,-2.025768845983296096e+00,2.223149854512635581e+00,-1.830988886321163633e+00,0.000000000000000000e+00
8.250000000000000389e-02,-3.948515502092885043e+01,3.418934071117288909e+01,8.571559871288686461e-01,3.088857955314591663e+01,3.491175283443360700e-01,6.406208707329367202e-01,3.183166442909356464e-01,5.407471788572257054e+01,-4.016002608838952170e+01,3.621115047882845062e+01,-3.077519270217635494e+00,2.556080564029825641e+00,-2.786290072584823641e+00,0.000000000000000000e+00
4.750000000000000056e-02,-4.739109175814131447e+01,2.367896628423300953e+01,1.107428633942676655e+00,3.654901316314644788e+01,3.079247540009566464e-01,1.212511598133337642e+00,5.381183346608539031e-01,4.590116576972187801e+01,-4.089306437422715135e+01,2.084884421508305508e+01,-5.423280452497129644e+00,-4.372143289468757743e+00,-1.311710617219821184e+00,0.000000000000000000e+00
8.250000000000000389e-02,-4.352889256138432472e+01,3.828993013209510821e+01,8.493421300723617007e-01,3.133628058420227802e+01,4.362668333501315554e-01,7.858603457513613222e-01,3.533172110955239420e-01,5.407471788572257054e+01,-4.016002608838952170e+01,3.621115047882844351e+01,-3.446681179527641081e+00,-1.900089623283813145e+00,-6.330634204728480263e-01,0.000000000000000000e+00
