r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w,  misc
4.397959183673469941e-01,-2.999133309272467685e+00,1.807554949637352237e+01,1.644241564113514131e-01,3.516689787630648212e+00,2.892665477950060460e-01,5.206954540873585252e-02,7.128706005820779623e-01,1.842212834962178292e+01,0.000000000000000000e+00,1.842212834962178647e+01,4.075993122321671103e-01,1.648672157978829933e-01,-2.999133309272467685e+00,0.000000000000000000e+00
4.581632653061225025e-01,-3.094341665810744324e+00,1.884198316003941542e+01,1.627729427842626586e-01,3.496714026203990855e+00,3.113317414861080934e-01,5.551715686745926220e-02,7.360242155024764310e-01,1.919149797907234856e+01,0.000000000000000000e+00,1.919149797907234500e+01,3.623348876336887070e-01,1.943908047967493058e-01,-3.094341665810744324e+00,0.000000000000000000e+00
4.765306122448980108e-01,-3.186940872415269688e+00,1.960852587774525091e+01,1.611195009868958417e-01,3.476865929530299937e+00,3.339443802956905682e-01,5.898880561635230779e-02,7.586058928461434370e-01,1.996086760852290709e+01,0.000000000000000000e+00,1.996086760852290709e+01,3.141057002489520134e-01,2.255001756297099202e-01,-3.186940872415269688e+00,0.000000000000000000e+00
4.948979591836735192e-01,-3.277020662494732228e+00,2.037507214633615504e+01,1.594691189969649481e-01,3.456842518804409181e+00,3.570795268576351100e-01,6.247754477016193714e-02,7.806287276208928594e-01,2.073023723797346918e+01,0.000000000000000000e+00,2.073023723797346918e+01,2.630083229686543400e-01,2.582613964620582570e-01,-3.277020662494732228e+00,0.000000000000000000e+00
5.132653061224490276e-01,-3.364519151897929383e+00,2.114151664104433337e+01,1.578193009111464873e-01,3.436786798752827110e+00,3.807121086464105852e-01,6.597565896898015259e-02,8.021045554405143996e-01,2.149960686742402771e+01,0.000000000000000000e+00,2.149960686742402771e+01,2.091592995194193894e-01,2.927287993079311090e-01,-3.364519151897929383e+00,0.000000000000000000e+00
5.316326530612245360e-01,-3.449362242115376453e+00,2.190775032156921043e+01,1.561673472667675644e-01,3.416853437193660525e+00,4.048189800163939922e-01,6.947558679204665633e-02,8.230480028969858752e-01,2.226897649687458980e+01,0.000000000000000000e+00,2.226897649687458980e+01,1.527021155775048766e-01,3.289454515673022605e-01,-3.449362242115376453e+00,0.000000000000000000e+00
5.500000000000000444e-01,-3.531457467245033399e+00,2.267365802056376367e+01,1.545101378569503359e-01,3.397221208812219118e+00,4.293797669351407387e-01,7.296990402507107232e-02,8.434777508414299518e-01,2.303834612632515189e+01,0.000000000000000000e+00,2.303834612632515189e+01,9.381742987145889889e-02,3.669400336722172251e-01,-3.531457467245033399e+00,0.000000000000000000e+00
5.683673469387755528e-01,-3.610687243839058702e+00,2.343911775945716869e+01,1.528439190683111570e-01,3.378105179813312375e+00,4.543779909824217644e-01,7.645131152693904197e-02,8.634180285088288720e-01,2.380771575577571397e+01,0.000000000000000000e+00,2.380771575577571753e+01,3.273890828363430067e-02,4.067184872840098886e-01,-3.610687243839058702e+00,0.000000000000000000e+00
5.867346938775510612e-01,-3.686900226642819689e+00,2.420400248665866272e+01,1.511640386248556123e-01,3.359771905976545625e+00,4.798027108500933502e-01,7.991263231877232531e-02,8.829006895312874192e-01,2.457708538522627961e+01,0.000000000000000000e+00,2.457708538522628317e+01,-3.022239626079427366e-02,4.482479324528445552e-01,-3.686900226642819689e+00,0.000000000000000000e+00
6.051020408163265696e-01,-3.759900218990486209e+00,2.496818563181050621e+01,1.494646097796863693e-01,3.342558673054202956e+00,5.056508967160077139e-01,8.334682421183778334e-02,9.019680665966738342e-01,2.534645501467683815e+01,0.000000000000000000e+00,2.534645501467683815e+01,-9.464118897601436764e-02,4.914289759798772805e-01,-3.759900218990486209e+00,0.000000000000000000e+00
6.234693877551020780e-01,-3.829432151646170901e+00,2.573155303117919601e+01,1.477380877046224894e-01,3.326897767858199018e+00,5.319308360138439440e-01,8.674701969068607244e-02,9.206768509501370712e-01,2.611582464412740023e+01,0.000000000000000000e+00,2.611582464412739668e+01,-1.599232019824574358e-01,5.360503420693896182e-01,-3.829432151646170901e+00,0.000000000000000000e+00
6.418367346938775864e-01,-3.895164515689330642e+00,2.649402577535889236e+01,1.459747304181363559e-01,3.313347364814163143e+00,5.586670391194634711e-01,9.010661483286226681e-02,9.391033890031577069e-01,2.688519427357795877e+01,0.000000000000000000e+00,2.688519427357795877e+01,-2.252250635188283445e-01,5.817162265414046463e-01,-3.895164515689330642e+00,0.000000000000000000e+00
6.602040816326530948e-01,-3.956667320654807973e+00,2.725560202695893253e+01,1.441618956372600624e-01,3.302631813379562686e+00,5.859074255645451146e-01,9.341944700777074506e-02,9.573510646696589133e-01,2.765456390302852085e+01,0.000000000000000000e+00,2.765456390302852085e+01,-2.893383512924475598e-01,6.277310680959298228e-01,-3.956667320654807973e+00,0.000000000000000000e+00
6.785714285714286031e-01,-4.013384003763757590e+00,2.801643210018196584e+01,1.422830863666041668e-01,3.295696321764864933e+00,6.137341476733124690e-01,9.668013309742758132e-02,9.755609457510463489e-01,2.842393353247908294e+01,0.000000000000000000e+00,2.842393353247908294e+01,-3.505237001622727444e-01,6.729170759098281884e-01,-4.013384003763757590e+00,0.000000000000000000e+00
6.969387755102041115e-01,-4.064594460533754727e+00,2.877695245759418086e+01,1.403165883828528526e-01,3.293785023321468941e+00,6.422804842949935145e-01,9.988469721408826940e-02,9.939278113351532884e-01,2.919330316192964503e+01,0.000000000000000000e+00,2.919330316192964148e+01,-4.062763221879981956e-01,7.153241264313543457e-01,-4.064594460533754727e+00,0.000000000000000000e+00
7.153061224489796199e-01,-4.109364151197662629e+00,2.953812530404989189e+01,1.382334233462313433e-01,3.298558254615763019e+00,6.717582421797216874e-01,1.030317194690247989e-01,1.012725372776012378e+00,2.996267279138020356e+01,0.000000000000000000e+00,2.996267279138020356e+01,-4.529991790079216374e-01,7.517644101307769944e-01,-4.109364151197662629e+00,0.000000000000000000e+00
7.336734693877551283e-01,-4.146470993422441076e+00,3.030186990058797036e+01,1.359941566338551955e-01,3.312275453105718803e+00,7.025037830096990676e-01,1.061244215136468577e-01,1.032347440855695409e+00,3.073204242083076210e+01,0.000000000000000000e+00,3.073204242083076210e+01,-4.855551260099911781e-01,7.770558234285831478e-01,-4.146470993422441076e+00,0.000000000000000000e+00
7.520408163265306367e-01,-4.174299004993859086e+00,3.107184647847978098e+01,1.335438718195644525e-01,3.338083098236241497e+00,7.350573553010252281e-01,1.091744370980212153e-01,1.053376534402777009e+00,3.150141205028133129e+01,0.000000000000000000e+00,3.150141205028133484e+01,-4.966675910645819148e-01,7.827707644273442789e-01,-4.174299004993859086e+00,0.000000000000000000e+00
7.704081632653061451e-01,-4.190692887398260069e+00,3.185489591395045395e+01,1.308045367712621920e-01,3.380452101842892354e+00,7.703014898551003853e-01,1.122086279494824701e-01,1.076698001320335329e+00,3.227078167973188982e+01,0.000000000000000000e+00,3.227078167973188982e+01,-4.761509138260299201e-01,7.551293759244377402e-01,-4.190692887398260069e+00,0.000000000000000000e+00
7.887755102040816535e-01,-4.192809557908912410e+00,3.266370722610368205e+01,1.276648170012592565e-01,3.445761460184513680e+00,8.097006149950498610e-01,1.152815005554861522e-01,1.103682853620921334e+00,3.304015130918245546e+01,0.000000000000000000e+00,3.304015130918244836e+01,-4.100085325747172549e-01,6.713987220527946054e-01,-4.192809557908912410e+00,0.000000000000000000e+00
8.071428571428571619e-01,-4.176468934549601997e+00,3.352177913210633164e+01,1.239510020146360053e-01,3.543964051477126453e+00,8.556910368938408507e-01,1.184917783873601499e-01,1.136440237689473109e+00,3.380952093863301400e+01,0.000000000000000000e+00,3.380952093863301400e+01,-2.796336387546405899e-01,4.937021755200486361e-01,-4.176468934549601997e+00,0.000000000000000000e+00
8.255102040816326703e-01,-4.137359366280186634e+00,3.447259085179863547e+01,1.194474699484615599e-01,3.687414098437419518e+00,9.123362300148804005e-01,1.220304539419722750e-01,1.178158630540879770e+00,3.457889056808357964e+01,0.000000000000000000e+00,3.457889056808357964e+01,-6.193248833733869252e-02,1.585010784369275116e-01,-4.137359366280186634e+00,0.000000000000000000e+00
8.438775510204081787e-01,-4.077191472843896491e+00,3.559616956562891232e+01,1.140431794102580859e-01,3.882473804205630152e+00,9.860887678805657641e-01,1.263048683243541137e-01,1.233090219708170121e+00,3.534826019753413817e+01,0.000000000000000000e+00,3.534826019753413107e+01,2.672336980779860260e-01,-4.405485283301676658e-01,-4.077191472843896491e+00,0.000000000000000000e+00
8.622448979591836871e-01,-4.018038095376022412e+00,3.703779312497924536e+01,1.080622098085738669e-01,4.110574786444844086e+00,1.084915419133827941e+00,1.321934907577818619e-01,1.303737134769998196e+00,3.611762982698469671e+01,0.000000000000000000e+00,3.611762982698470381e+01,7.198646769010031976e-01,-1.478127120580023712e+00,-4.018038095376022412e+00,0.000000000000000000e+00
8.806122448979591955e-01,-4.107111540994987209e+00,3.905556595299788114e+01,1.047756250308412573e-01,4.184298889887530848e+00,1.205347546121349867e+00,1.427975844948994322e-01,1.373559942120632371e+00,3.688699945643526235e+01,0.000000000000000000e+00,3.688699945643526235e+01,1.253839313429922608e+00,-3.227949366221364969e+00,-4.107111540994987209e+00,0.000000000000000000e+00
8.989795918367347038e-01,3.303774262745605483e+00,4.209137723162318423e+01,-7.832993024459135312e-02,1.456089107923589232e+01,1.169925039992375293e+00,1.610682800811608639e-01,1.214496960179144436e+00,3.765636908588582088e+01,0.000000000000000000e+00,3.765636908588582088e+01,1.615871787629729717e+00,-6.054030305163252024e+00,3.303774262745605483e+00,0.000000000000000000e+00
9.173469387755102122e-01,7.184372981456704110e+00,4.670464337560201784e+01,-1.526293164729461693e-01,1.870334899719972199e+01,1.517112857955337235e+00,9.424228357777361675e-02,1.396846548458807069e+00,3.842573871533638652e+01,0.000000000000000000e+00,3.842573871533639362e+01,5.815072359800828039e-01,-9.895389027628034739e+00,7.184372981456704110e+00,0.000000000000000000e+00
9.357142857142857206e-01,1.797551883416105767e+01,5.135215989584501983e+01,-3.367140756258985013e-01,2.913604543601280739e+01,1.983263867814554438e+00,-2.432563725842583624e-01,1.594769854285559729e+00,3.919510834478694505e+01,0.000000000000000000e+00,3.919510834478694505e+01,-7.448217530153722343e+00,-9.737523575093922190e+00,1.797551883416105767e+01,0.000000000000000000e+00
9.540816326530612290e-01,2.723178884589308169e+01,2.865231805014390787e+01,-7.599844375607024416e-01,5.327306743451855198e+01,8.940889361198581797e-01,-5.424241046887599005e-01,1.148820939253457629e+00,3.996447797423750359e+01,0.000000000000000000e+00,3.996447797423751069e+01,-3.815130720680838294e+01,3.508882464037003501e+01,2.723178884589308169e+01,0.000000000000000000e+00
9.724489795918367374e-01,-1.430974018611578913e+01,-6.261799752179084244e+00,-1.158310314796059615e+00,7.598087573761733893e+01,9.500514432503279205e-02,-1.310838016050459021e-01,4.500715871733693696e-01,4.073384760368806923e+01,0.000000000000000000e+00,4.073384760368806923e+01,9.870111103049701740e+00,4.856738800102399978e+01,-1.430974018611578913e+01,0.000000000000000000e+00
9.908163265306122458e-01,-2.697344527933410951e+00,1.128472435158921883e+01,2.346239923551553253e-01,-3.942964534460092096e+00,4.277691001579238261e-02,1.170711800662322180e-02,1.697952110831640049e-01,4.150321723313862776e+01,0.000000000000000000e+00,4.150321723313862776e+01,1.471559033976892650e+01,2.639725995538483616e+01,-2.697344527933410951e+00,0.000000000000000000e+00
3.184210526315789380e-02,-4.465281607754505444e+01,1.438893069653719436e+01,1.259062628085677371e+00,2.786102526804106105e+01,1.179854378653769076e-02,1.211715316700626988e-01,5.618015254972634764e-01,4.632236631677766781e+01,-4.322170103412484110e+01,1.666271829271772376e+01,1.431115043420213340e+00,-3.374864273079472010e+00,-2.273787596180529391e+00,0.000000000000000000e+00
3.552631578947368363e-02,-4.492096951469856236e+01,1.581980333322022503e+01,1.232189919281317936e+00,2.828960695550378546e+01,1.495599781916570614e-02,1.200553867215292669e-01,5.499507442632094456e-01,4.719206803855776400e+01,-4.337602488377486054e+01,1.859063611170982711e+01,1.544944630923701823e+00,-3.711553432124313545e+00,-2.770832778489601189e+00,0.000000000000000000e+00
3.921052631578947345e-02,-4.536926105502870143e+01,1.727715058219819966e+01,1.206940128937024514e+00,2.862520226471086460e+01,1.799352878206068873e-02,1.197143512321147407e-01,5.398391275461271732e-01,4.812382275194593007e+01,-4.353034873342488709e+01,2.051855393070193045e+01,1.838912321603817901e+00,-4.005464439186348535e+00,-3.241403348503731241e+00,0.000000000000000000e+00
4.289473684210526327e-02,-4.590369032699046414e+01,1.876148280119604550e+01,1.182800489892905427e+00,2.889719058979700606e+01,2.094598607027528189e-02,1.196342238050257661e-01,5.302186887101121293e-01,4.911409891976310149e+01,-4.368467258307492074e+01,2.244647174969415104e+01,2.219017743915543406e+00,-4.247531103834889521e+00,-3.684988948498104655e+00,0.000000000000000000e+00
4.657894736842105310e-02,-4.643747025150376828e+01,2.027106551770280163e+01,1.159205464571287703e+00,2.913797484711889751e+01,2.381599187921345021e-02,1.193740343348686506e-01,5.200886775277371310e-01,5.015943056968002622e+01,-4.383899643272494018e+01,2.437438956868625439e+01,2.598473818778828104e+00,-4.434074287281479343e+00,-4.103324050983452764e+00,0.000000000000000000e+00
5.026315789473684292e-02,-4.695601287195231066e+01,2.180130786762006068e+01,1.136120822548292386e+00,2.934951629549574648e+01,2.657686217360662531e-02,1.188450532213213701e-01,5.092508370481758639e-01,5.125644938330729872e+01,-4.399332028237495962e+01,2.630230738767835774e+01,2.962692589577351043e+00,-4.564597162661689467e+00,-4.500999520058297065e+00,0.000000000000000000e+00
5.394736842105263275e-02,-4.748931577890491695e+01,2.334505054101635224e+01,1.113903092986321175e+00,2.951138731864863018e+01,2.919217048502701847e-02,1.181508927059547326e-01,4.979004036032266267e-01,5.240190929372000994e+01,-4.414764413202499327e+01,2.823022520667057833e+01,3.341671646879923685e+00,-4.639593904452542716e+00,-4.885174665654224313e+00,0.000000000000000000e+00
5.763157894736842257e-02,-4.807045543723955205e+01,2.489324973602822766e+01,1.092971488380528156e+00,2.959956880988607253e+01,3.162492542861056882e-02,1.173887119708456744e-01,4.861934670495599575e-01,5.359270433375876053e+01,-4.430196798167501981e+01,3.015814302566268168e+01,3.768487455564532240e+00,-4.658730850849588379e+00,-5.264893289634454021e+00,0.000000000000000000e+00
6.131578947368421240e-02,-4.873025043905482079e+01,2.643571403823632338e+01,1.073736587358561367e+00,2.959053634668552490e+01,3.383857752622998483e-02,1.166266640365539453e-01,4.742078195685419661e-01,5.482588060322265733e+01,-4.445629183132503925e+01,3.208606084465478148e+01,4.273958607729781534e+00,-4.619348236722869316e+00,-5.650346806418459877e+00,0.000000000000000000e+00
6.500000000000000222e-02,-4.949648909120100626e+01,2.796179302018769164e+01,1.056566808604039398e+00,2.946318109338190538e+01,3.579737280819526163e-02,1.159036119701134515e-01,4.619517935910349982e-01,5.609864326315462790e+01,-4.461061568097506580e+01,3.401397866364688838e+01,4.885873410225940461e+00,-4.515000185797941157e+00,-6.052185643459200293e+00,0.000000000000000000e+00
6.868421052631579204e-02,-5.040081985270738585e+01,2.946116568902271027e+01,1.041823956069771517e+00,2.919677321046808771e+01,3.746804852603081992e-02,1.152583147149732201e-01,4.494262599182985429e-01,5.740835944310947525e+01,-4.476493953062508524e+01,3.594189648263898818e+01,5.635880322082300609e+00,-4.333618068056779293e+00,-6.480730793616283236e+00,0.000000000000000000e+00
7.236842105263158187e-02,-5.149006351316078423e+01,3.092521412842182826e+01,1.029931742178322507e+00,2.876703576440385746e+01,3.882431356979884618e-02,1.147699223306970773e-01,4.366978535110034310e-01,5.875255788360671261e+01,-4.491926338027511889e+01,3.786981430163120876e+01,6.570800132885665334e+00,-4.054735094673439733e+00,-6.944600173209384053e+00,0.000000000000000000e+00
7.605263157894737169e-02,-5.284318146531634852e+01,3.235015361626686570e+01,1.021460584640377478e+00,2.814128622780743427e+01,3.985602377250044293e-02,1.146119932121424795e-01,4.239830918694290074e-01,6.012892604827200671e+01,-4.507358722992513833e+01,3.979773212062331567e+01,7.769594235391210191e+00,-3.644992109220399179e+00,-7.447578504356446416e+00,0.000000000000000000e+00
7.973684210526316152e-02,-5.460184673675865952e+01,3.374473858215166189e+01,1.017235996368119899e+00,2.727222619487714894e+01,4.058816616060854920e-02,1.151470443074508465e-01,4.117813976629209893e-01,6.153530534177340172e+01,-4.522791107957516488e+01,4.172564993961542257e+01,9.373935657183494641e+00,-3.050990694365704581e+00,-7.980911357463758904e+00,0.000000000000000000e+00
8.342105263157895134e-02,-5.703708865563903885e+01,3.514936997284615217e+01,1.018510548574764751e+00,2.608808862155619579e+01,4.112249827755521531e-02,1.171388939543819147e-01,4.011547279294889745e-01,6.296968497004519350e+01,-4.538223492922519142e+01,4.365356775860764316e+01,1.165485372641384743e+01,-2.189462625512501592e+00,-8.504197785761490991e+00,0.000000000000000000e+00
8.710526315789474117e-02,-6.072213540017096989e+01,3.668206438526618030e+01,1.027369715882377577e+00,2.446938461371858864e+01,4.173123867565854683e-02,1.223297787560222172e-01,3.944294337144220730e-01,6.443019488471915679e+01,-4.553655877887521797e+01,4.558148557759974295e+01,1.518557662129575192e+01,-9.414844072302537281e-01,-8.899421192333567987e+00,0.000000000000000000e+00
9.078947368421053099e-02,-6.709517985519906347e+01,3.863566507246990511e+01,1.048335731697007667e+00,2.215700928322465302e+01,4.305251884084052016e-02,1.354303751202280415e-01,3.973563340564414403e-01,6.591509816782314601e+01,-4.569088262852523741e+01,4.750940339659184986e+01,2.140429722667383317e+01,8.112332100661397982e-01,-8.873738324121951848e+00,0.000000000000000000e+00
9.447368421052632081e-02,-8.118902479988281584e+01,4.159109410524182238e+01,1.097377141879271711e+00,1.823603234729990419e+01,4.627058010333157112e-02,1.748146678688926314e-01,4.291569074307026166e-01,6.742278313744806439e+01,-4.584520647817526395e+01,4.943732121558394965e+01,3.534381832170755899e+01,2.975508390512052070e+00,-7.846227110342132605e+00,0.000000000000000000e+00
9.815789473684211064e-02,-1.469220892053560874e+02,4.612090662989773904e+01,1.266623741541756276e+00,7.427805378588161034e+00,1.836966836916137102e-01,6.374291142675181376e-01,9.542436808576499896e-01,6.895175539070527293e+01,-4.599953032782528339e+01,5.136523903457605655e+01,1.009225588775308040e+02,4.740050421545469739e+00,-5.244332404678324622e+00,0.000000000000000000e+00
3.184210526315789380e-02,-1.277895392089233724e+02,1.187172704467908879e+01,1.478161594619340713e+00,1.530757918998408229e+01,-1.109105118393000772e-01,9.043304706501350543e-01,1.536889367789190830e+00,4.446141284889415601e+01,-4.122100255473344532e+01,1.666271829271772020e+01,8.656853665418992705e+01,-4.370938143538706910e+00,2.011295554727425383e+00,0.000000000000000000e+00
3.552631578947368363e-02,-6.753135457938788022e+01,1.287764711192589573e+01,1.382367175400211368e+00,1.968508400103597467e+01,-6.614362645455104661e-03,2.520144576881446774e-01,7.938682523250586431e-01,4.514894653053727325e+01,-4.114384062990843205e+01,1.859063611170984132e+01,2.638751394947944107e+01,-5.220988243562134201e+00,2.382961095998480605e+00,0.000000000000000000e+00
3.921052631578947345e-02,-5.618177585417807762e+01,1.396597007670317225e+01,1.327149480108110291e+00,2.173771378460165238e+01,4.987662863223406295e-03,1.720722272920013896e-01,6.437426835544899362e-01,4.590733226047531446e+01,-4.106667870508342588e+01,2.051855393070196953e+01,1.511509714909465174e+01,-6.063972814344314344e+00,2.602058697836802992e+00,0.000000000000000000e+00
4.289473684210526327e-02,-5.169745115348826658e+01,1.515450782422066389e+01,1.285646410522916616e+00,2.300455339755991702e+01,1.009438386714136063e-02,1.429844743904065685e-01,5.760143414086563718e-01,4.673312080194197904e+01,-4.098951678025840550e+01,2.244647174969412617e+01,1.070793437322986108e+01,-6.871230141650636725e+00,2.682608135109326497e+00,0.000000000000000000e+00
4.657894736842105310e-02,-4.947644988934455768e+01,1.644511021523303995e+01,1.249901691558105821e+00,2.394146382301369158e+01,1.366528035670641281e-02,1.281597836351738573e-01,5.351653709243150425e-01,4.762280595117203319e+01,-4.091235485543339934e+01,2.437438956868624729e+01,8.564095033911158339e+00,-7.626562737991117835e+00,2.648964557594187141e+00,0.000000000000000000e+00
5.026315789473684292e-02,-4.828869005321186592e+01,1.782634161873826528e+01,1.217153842475016345e+00,2.470666625249498338e+01,1.667728427633924718e-02,1.192298712620043361e-01,5.063365138873422433e-01,4.857287674820104684e+01,-4.083519293060838606e+01,2.630230738767837551e+01,7.453497122603479852e+00,-8.327782691822914529e+00,2.527788801250212991e+00,0.000000000000000000e+00
5.394736842105263275e-02,-4.767557562584618580e+01,1.927884156114586389e+01,1.186523544179685974e+00,2.535054195893305007e+01,1.940116465312095168e-02,1.132922250033140538e-01,4.838700108157520940e-01,4.957986190670294491e+01,-4.075803100578337279e+01,2.823022520667050372e+01,6.917544620062813010e+00,-8.983895809919646425e+00,2.342203298363289665e+00,0.000000000000000000e+00
5.763157894736842257e-02,-4.743596397763505479e+01,2.078018655522025782e+01,1.157909083456359012e+00,2.587891868031144327e+01,2.191088917813608511e-02,1.090877490348424877e-01,4.651262309274252771e-01,5.064036630928333693e+01,-4.068086908095835952e+01,3.015814302566265681e+01,6.755094896676695271e+00,-9.611163143711589640e+00,2.108890056142908698e+00,0.000000000000000000e+00
6.131578947368421240e-02,-4.747849436868430217e+01,2.230801138497698943e+01,1.131554152093165344e+00,2.627783390566828814e+01,2.421279375721197002e-02,1.059983525808219917e-01,4.487102290817832628e-01,5.175109984674647734e+01,-4.060370715613334625e+01,3.208606084465477437e+01,6.874787212550955928e+00,-1.023004420259571745e+01,1.837142596784352655e+00,0.000000000000000000e+00
6.500000000000000222e-02,-4.777062447755322694e+01,2.384157994702946581e+01,1.107881357225149799e+00,2.652307402977341866e+01,2.628863782599418983e-02,1.037132421265317545e-01,4.338442023128988856e-01,5.290889918450682927e+01,-4.052654523130833297e+01,3.401397866364690259e+01,7.244079246244893966e+00,-1.086362443517737120e+01,1.528447957160920412e+00,0.000000000000000000e+00
6.868421052631579204e-02,-4.832161199237813776e+01,2.536264965503539770e+01,1.087449859657252604e+00,2.658260149843462017e+01,2.811345293048225780e-02,1.021064560877152638e-01,4.201222932488893336e-01,5.411074322760270405e+01,-4.044938330648332681e+01,3.594189648263903081e+01,7.872228685894810951e+00,-1.153729606015586384e+01,1.175310697053074893e+00,0.000000000000000000e+00
7.236842105263158187e-02,-4.918252281537380100e+01,2.685683762418040743e+01,1.070979509658684270e+00,2.641517192934477265e+01,2.966637533337804222e-02,1.012034477670360894e-01,4.074285926188142004e-01,5.535376314695920286e+01,-4.037222138165830643e+01,3.786981430163118034e+01,8.810301433715494568e+00,-1.227903382878560556e+01,7.580428955878821817e-01,0.000000000000000000e+00
7.605263157894737169e-02,-5.046156666399387092e+01,2.831746000248786643e+01,1.059418631562489166e+00,2.596645034061089774e+01,3.094318583398815437e-02,1.012096483928987684e-01,3.959606468273419444e-01,5.663524784597154138e+01,-4.029505945683329315e+01,3.979773212062332277e+01,1.016650720716057776e+01,-1.311902022540031076e+01,2.377346603538571801e-01,0.000000000000000000e+00
7.973684210526316152e-02,-5.236437291442043573e+01,2.975598508560431199e+01,1.054050655112541035e+00,2.516290162460742863e+01,3.197956033948275850e-02,1.026258863118507114e-01,3.863802917040249363e-01,5.795264570991085407e+01,-4.021789753200828699e+01,4.172564993961545099e+01,1.214647538241214875e+01,-1.408560064652046151e+01,-4.576462668761931418e-01,0.000000000000000000e+00
8.342105263157895134e-02,-5.529132471705227658e+01,3.122881734697160283e+01,1.056657602464238677e+00,2.390242343283122750e+01,3.290171638959744904e-02,1.065624597417727942e-01,3.802169028429323028e-01,5.930356341014537946e+01,-4.014073560718327371e+01,4.365356775860757210e+01,1.515058910986900287e+01,-1.518910696639358449e+01,-1.458804164120138136e+00,0.000000000000000000e+00
8.710526315789474117e-02,-6.009713535712686650e+01,3.290230899953893839e+01,1.069885699032523396e+00,2.203339821736592086e+01,3.403937575136481430e-02,1.156526584463818952e-01,3.809330389369122716e-01,6.068576244608517101e+01,-4.006357368235826044e+01,4.558148557759972164e+01,2.003356167476860605e+01,-1.636979182466414784e+01,-2.994957993522375794e+00,0.000000000000000000e+00
9.078947368421053099e-02,-6.894350911173877705e+01,3.519052722754929619e+01,1.098843121108538545e+00,1.926314903572018977e+01,3.614281407144712133e-02,1.373647963245477610e-01,3.972603016553783450e-01,6.209715401162186765e+01,-3.998641175753324717e+01,4.750940339659184986e+01,2.895709735420552988e+01,-1.735305040485872041e+01,-5.418612629433880556e+00,0.000000000000000000e+00
9.447368421052632081e-02,-8.944553368025725604e+01,3.891611478661688750e+01,1.160417473353523743e+00,1.462408741471953988e+01,3.892768284809323270e-02,1.967762384561963229e-01,4.451451895653779633e-01,6.353579267768956385e+01,-3.990924983270823390e+01,4.943732121558397097e+01,4.953628384754901504e+01,-1.736095372563670480e+01,-9.027641062720805465e+00,0.000000000000000000e+00
9.815789473684211064e-02,-1.882166601757044475e+02,4.489048170678070449e+01,1.336666070512156690e+00,3.414675541317322427e+00,1.684815915854287194e-01,7.522672576768524300e-01,8.826861131978260833e-01,6.499986929356455789e+01,-3.983208790788322062e+01,5.136523903457609919e+01,1.483845722678212269e+02,-1.511520597833079549e+01,-1.323079006574702277e+01,0.000000000000000000e+00
3.184210526315789380e-02,-1.846092411375692848e+02,1.508116107851659748e+01,1.489284989959446470e+00,1.467025558314054479e+01,-2.459966160252548828e-01,1.831557204799457939e+00,2.159764344131906100e+00,4.446141284889415601e+01,-4.122100255473344532e+01,1.666271829271771665e+01,1.433882385828358395e+02,2.529937084988845619e+00,-1.218865142751149211e+00,0.000000000000000000e+00
3.552631578947368363e-02,-9.169467884688700110e+01,1.587624469385242598e+01,1.399353544560745233e+00,1.871183673888620547e+01,-1.996095617262784450e-02,4.614902845874338522e-01,1.074595844410636936e+00,4.514894653053727325e+01,-4.114384062990843205e+01,1.859063611170984487e+01,5.055083821697857616e+01,3.320500544440611712e+00,-3.224928138164306901e-01,0.000000000000000000e+00
3.921052631578947345e-02,-7.466167059432099506e+01,1.680264364922715004e+01,1.349433852107880139e+00,2.046091331991533480e+01,2.013522915931403867e-03,3.008184444663446477e-01,8.509868080626485920e-01,4.590733226047532156e+01,-4.106667870508341878e+01,2.051855393070199440e+01,3.359499188923757629e+01,3.858245596740847105e+00,7.491431613156458447e-01,0.000000000000000000e+00
4.289473684210526327e-02,-7.013715855055116322e+01,1.795605653550268244e+01,1.320165994929289432e+00,2.102672690052915527e+01,9.307577005667672099e-03,2.587108948333690650e-01,7.740996321993282026e-01,4.673312080194197904e+01,-4.098951678025840550e+01,2.244647174969412262e+01,2.914764177029275061e+01,4.069219274963547406e+00,1.932735897007424875e+00,0.000000000000000000e+00
4.657894736842105310e-02,-7.356582176086121194e+01,1.943220834735858560e+01,1.312547574283113860e+00,2.035211913899921399e+01,1.195886719765466150e-02,2.742402189956716363e-01,7.810098661108737517e-01,4.762280595117203319e+01,-4.091235485543339934e+01,2.437438956868624729e+01,3.265346690542781971e+01,3.895613239525861360e+00,3.136962385158544198e+00,0.000000000000000000e+00
5.026315789473684292e-02,-8.967533695273350247e+01,2.131799648067429587e+01,1.337404321146206554e+00,1.781682134020785213e+01,7.227448342207828946e-03,3.859764614147889739e-01,9.066954773201665319e-01,4.857287674820104684e+01,-4.083519293060838606e+01,2.630230738767837551e+01,4.884014402212511641e+01,3.307279164217461265e+00,4.240246266769575278e+00,0.000000000000000000e+00
5.394736842105263275e-02,-1.364521477042458741e+02,2.366827691222306740e+01,1.399050359004849531e+00,1.317365243609280867e+01,5.952824099952874759e-03,8.583655962764614733e-01,1.354751954666178371e+00,4.957986190670294491e+01,-4.075803100578336569e+01,2.823022520667052859e+01,9.569411669846249424e+01,2.325546344812306376e+00,5.095932164323905944e+00,0.000000000000000000e+00
